Модель,Серия,Год,Объем двигателя (л),Топливо,Привод,Мощность (л.с.),Пробег (км),КПП,Цена (₽),Ссылка
"BMW X3 2.0 AT, 2018, 85 000 км",X3,2018,2.0,бензин,полный,184,85000,,3650000,https://www.avito.ru/sankt-peterburg/avtomobili/bmw_x3_2.0_at_2018_85_000_km_4353074773?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImF5WnFVSENSTGFseTFHbjEiO30-uiFpJgAAAA
"BMW X6 M 4.4 AT, 2018, 174 000 км",X6,2018,4.4,бензин,полный,575,174000,,4840000,https://www.avito.ru/moskva/avtomobili/bmw_x6_m_4.4_at_2018_174_000_km_4630565306?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImF5WnFVSENSTGFseTFHbjEiO30-uiFpJgAAAA
"BMW 5 серия 2.0 AT, 2023, 12 000 км",5-Series,2023,2.0,дизель,полный,197,12000,,7520000,https://www.avito.ru/sankt-peterburg/avtomobili/bmw_5_seriya_2.0_at_2023_12_000_km_4929563727?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImF5WnFVSENSTGFseTFHbjEiO30-uiFpJgAAAA
"BMW X5 3.0 AT, 2014, 150 700 км",X5,2014,3.0,дизель,полный,381,150700,,4100000,https://www.avito.ru/lesnoy_gorodok/avtomobili/bmw_x5_3.0_at_2014_150_700_km_4795034062?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImF5WnFVSENSTGFseTFHbjEiO30-uiFpJgAAAA
"BMW X6 3.0 AT, 2024, 4 300 км",X6,2024,3.0,бензин,полный,381,4300,,13700000,https://www.avito.ru/rostov-na-donu/avtomobili/bmw_x6_3.0_at_2024_4_300_km_4855499536?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImF5WnFVSENSTGFseTFHbjEiO30-uiFpJgAAAA
"BMW X3 2.0 AT, 2018, 250 000 км",X3,2018,2.0,дизель,полный,190,250000,,2750000,https://www.avito.ru/naberezhnye_chelny/avtomobili/bmw_x3_2.0_at_2018_250_000_km_7220067789?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImF5WnFVSENSTGFseTFHbjEiO30-uiFpJgAAAA
"BMW X6 3.0 AT, 2019, 79 800 км",X6,2019,3.0,дизель,полный,313,79800,,5500000,https://www.avito.ru/moskva/avtomobili/bmw_x6_3.0_at_2019_79_800_km_7259549595?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImF5WnFVSENSTGFseTFHbjEiO30-uiFpJgAAAA
"BMW X4 2.0 AT, 2015, 135 000 км",X4,2015,2.0,бензин,полный,184,135000,,2699999,https://www.avito.ru/tula/avtomobili/bmw_x4_2.0_at_2015_135_000_km_4908231203?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImF5WnFVSENSTGFseTFHbjEiO30-uiFpJgAAAA
"BMW 5 серия 2.0 AT, 2019, 149 725 км",5-Series,2019,2.0,бензин,полный,249,149725,,3650000,https://www.avito.ru/labinsk/avtomobili/bmw_5_seriya_2.0_at_2019_149_725_km_7233249825?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImF5WnFVSENSTGFseTFHbjEiO30-uiFpJgAAAA
"BMW X6 3.0 AT, 2016, 109 500 км",X6,2016,3.0,дизель,полный,381,109500,,4299000,https://www.avito.ru/moskva/avtomobili/bmw_x6_3.0_at_2016_109_500_km_4588771101?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImF5WnFVSENSTGFseTFHbjEiO30-uiFpJgAAAA
"BMW 5 серия 2.0 AT, 2020, 90 000 км",5-Series,2020,2.0,дизель,задний,190,90000,,5150000,https://www.avito.ru/stavropol/avtomobili/bmw_5_seriya_2.0_at_2020_90_000_km_7224943036?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImF5WnFVSENSTGFseTFHbjEiO30-uiFpJgAAAA
"BMW 5 серия 2.0 AT, 2017, 147 642 км",5-Series,2017,2.0,дизель,полный,190,147642,,3300000,https://www.avito.ru/petrozavodsk/avtomobili/bmw_5_seriya_2.0_at_2017_147_642_km_4566460787?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImF5WnFVSENSTGFseTFHbjEiO30-uiFpJgAAAA
"BMW X5 3.0 AT, 2024, 2 600 км",X5,2024,3.0,дизель,полный,298,2600,,15990000,https://www.avito.ru/samara/avtomobili/bmw_x5_3.0_at_2024_2_600_km_4380222500?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImF5WnFVSENSTGFseTFHbjEiO30-uiFpJgAAAA
"BMW X5 3.0 AT, 2014, 175 000 км",X5,2014,3.0,дизель,полный,249,175000,,3250000,https://www.avito.ru/moskva/avtomobili/bmw_x5_3.0_at_2014_175_000_km_4624767000?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImF5WnFVSENSTGFseTFHbjEiO30-uiFpJgAAAA
"BMW X5 3.0 AT, 2020, 89 900 км",X5,2020,3.0,бензин,полный,340,89900,,8990000,https://www.avito.ru/moskva/avtomobili/bmw_x5_3.0_at_2020_89_900_km_5004038613?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImF5WnFVSENSTGFseTFHbjEiO30-uiFpJgAAAA
"BMW X6 3.0 AT, 2023, 9 000 км",X6,2023,3.0,дизель,полный,352,9000,,14200000,https://www.avito.ru/moskva/avtomobili/bmw_x6_3.0_at_2023_9_000_km_4391053881?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImF5WnFVSENSTGFseTFHbjEiO30-uiFpJgAAAA
"BMW X5 3.0 AT, 2017, 108 000 км",X5,2017,3.0,дизель,полный,249,108000,,4500000,https://www.avito.ru/nizhniy_novgorod/avtomobili/bmw_x5_3.0_at_2017_108_000_km_7216716928?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImF5WnFVSENSTGFseTFHbjEiO30-uiFpJgAAAA
"BMW 5 серия 3.0 AT, 2018, 140 000 км",5-Series,2018,3.0,дизель,полный,249,140000,,4450000,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_3.0_at_2018_140_000_km_7249278902?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImF5WnFVSENSTGFseTFHbjEiO30-uiFpJgAAAA
"BMW X6 3.0 AT, 2018, 47 000 км",X6,2018,3.0,дизель,полный,249,47000,,5580000,https://www.avito.ru/samara/avtomobili/bmw_x6_3.0_at_2018_47_000_km_4290910323?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImF5WnFVSENSTGFseTFHbjEiO30-uiFpJgAAAA
"BMW X5 3.0 AT, 2021, 56 000 км",X5,2021,3.0,дизель,полный,400,56000,,9870000,https://www.avito.ru/moskva/avtomobili/bmw_x5_3.0_at_2021_56_000_km_4937660564?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImF5WnFVSENSTGFseTFHbjEiO30-uiFpJgAAAA
"BMW 3 серия 2.0 AT, 2024, 2 700 км",3-Series,2024,2.0,бензин,задний,184,2700,,6220000,https://www.avito.ru/moskva/avtomobili/bmw_3_seriya_2.0_at_2024_2_700_km_5035565246?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImF5WnFVSENSTGFseTFHbjEiO30-uiFpJgAAAA
"BMW X6 M 4.4 AT, 2012, 146 000 км",X6,2012,4.4,бензин,полный,555,146000,,3190000,https://www.avito.ru/moskva/avtomobili/bmw_x6_m_4.4_at_2012_146_000_km_4805948465?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImF5WnFVSENSTGFseTFHbjEiO30-uiFpJgAAAA
"BMW 1 серия 1.6 AT, 2011, 144 000 км",1-Series,2011,1.6,бензин,задний,115,144000,,1150000,https://www.avito.ru/krasnodar/avtomobili/bmw_1_seriya_1.6_at_2011_144_000_km_4656018883?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImF5WnFVSENSTGFseTFHbjEiO30-uiFpJgAAAA
"BMW X5 3.0 AT, 2018, 149 982 км",X5,2018,3.0,дизель,полный,249,149982,,5799000,https://www.avito.ru/krasnodar/avtomobili/bmw_x5_3.0_at_2018_149_982_km_4972217317?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6ImF5WnFVSENSTGFseTFHbjEiO30-uiFpJgAAAA
"BMW X1 2.0 AT, 2017, 99 179 км",X1,2017,2.0,бензин,полный,192,99179,,2750000,https://www.avito.ru/nizhniy_novgorod/avtomobili/bmw_x1_2.0_at_2017_99_179_km_7254626910?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6Im5OQnp5UFFJNXlZa0tZM3kiO30mWSwmJgAAAA
"BMW 3 серия 2.0 AT, 2012, 228 200 км",3-Series,2012,2.0,бензин,задний,184,228200,,1550000,https://www.avito.ru/sankt-peterburg/avtomobili/bmw_3_seriya_2.0_at_2012_228_200_km_4146965886?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6Im5OQnp5UFFJNXlZa0tZM3kiO30mWSwmJgAAAA
"BMW 4 серия Gran Coupe 2.0 AT, 2017, 160 000 км",4-Series,2017,2.0,бензин,полный,249,160000,,3250000,https://www.avito.ru/odintsovo/avtomobili/bmw_4_seriya_gran_coupe_2.0_at_2017_160_000_km_4905471581?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6Im5OQnp5UFFJNXlZa0tZM3kiO30mWSwmJgAAAA
"BMW 5 серия 2.0 AT, 2010, 218 000 км",5-Series,2010,2.0,дизель,задний,184,218000,,1625000,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_2.0_at_2010_218_000_km_4940093058?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6Im5OQnp5UFFJNXlZa0tZM3kiO30mWSwmJgAAAA
"BMW 5 серия 2.0 AT, 2020, 79 000 км",5-Series,2020,2.0,гибрид,полный,292,79000,,4550000,https://www.avito.ru/belgorod/avtomobili/bmw_5_seriya_2.0_at_2020_79_000_km_4677208442?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6Im5OQnp5UFFJNXlZa0tZM3kiO30mWSwmJgAAAA
"BMW 5 серия 4.4 AT, 2020, 10 495 км",5-Series,2020,4.4,бензин,полный,530,10495,,10899999,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_4.4_at_2020_10_495_km_4572869602?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6Im5OQnp5UFFJNXlZa0tZM3kiO30mWSwmJgAAAA
"BMW X5 3.0 AT, 2015, 91 773 км",X5,2015,3.0,бензин,полный,306,91773,,3300000,https://www.avito.ru/krasnodar/avtomobili/bmw_x5_3.0_at_2015_91_773_km_4517974023?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6Im5OQnp5UFFJNXlZa0tZM3kiO30mWSwmJgAAAA
"BMW 5 серия 2.0 AT, 2020, 100 000 км",5-Series,2020,2.0,дизель,полный,190,100000,,4490000,https://www.avito.ru/moskovskaya_oblast_krasnogorsk/avtomobili/bmw_5_seriya_2.0_at_2020_100_000_km_7216501862?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6Im5OQnp5UFFJNXlZa0tZM3kiO30mWSwmJgAAAA
"BMW 3 серия GT 2.0 AT, 2017, 116 533 км",3-Series,2017,2.0,дизель,полный,190,116533,,2650000,https://www.avito.ru/moskva/avtomobili/bmw_3_seriya_gt_2.0_at_2017_116_533_km_7216332351?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6Im5OQnp5UFFJNXlZa0tZM3kiO30mWSwmJgAAAA
"BMW X3 2.0 AT, 2025, 30 км",X3,2025,2.0,бензин,полный,258,30,,8750000,https://www.avito.ru/pavlovskaya_sloboda/avtomobili/bmw_x3_2.0_at_2025_30_km_7233154741?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6Im5OQnp5UFFJNXlZa0tZM3kiO30mWSwmJgAAAA
"BMW X5 3.0 AT, 2020, 89 900 км",X5,2020,3.0,бензин,полный,340,89900,,8990000,https://www.avito.ru/moskva/avtomobili/bmw_x5_3.0_at_2020_89_900_km_5004038613?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6Im5OQnp5UFFJNXlZa0tZM3kiO30mWSwmJgAAAA
"BMW X5 3.0 AT, 2018, 149 982 км",X5,2018,3.0,дизель,полный,249,149982,,5799000,https://www.avito.ru/krasnodar/avtomobili/bmw_x5_3.0_at_2018_149_982_km_4972217317?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6Im5OQnp5UFFJNXlZa0tZM3kiO30mWSwmJgAAAA
"BMW X5 3.0 AT, 2017, 108 000 км",X5,2017,3.0,дизель,полный,249,108000,,4500000,https://www.avito.ru/nizhniy_novgorod/avtomobili/bmw_x5_3.0_at_2017_108_000_km_7216716928?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6Im5OQnp5UFFJNXlZa0tZM3kiO30mWSwmJgAAAA
"BMW X7 3.0 AT, 2024, 5 000 км",X7,2024,3.0,дизель,полный,340,5000,,15950000,https://www.avito.ru/moskva/avtomobili/bmw_x7_3.0_at_2024_5_000_km_4598847297?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6Im5OQnp5UFFJNXlZa0tZM3kiO30mWSwmJgAAAA
"BMW X6 3.0 AT, 2018, 47 000 км",X6,2018,3.0,дизель,полный,249,47000,,5580000,https://www.avito.ru/samara/avtomobili/bmw_x6_3.0_at_2018_47_000_km_4290910323?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6Im5OQnp5UFFJNXlZa0tZM3kiO30mWSwmJgAAAA
"BMW X5 3.0 AT, 2015, 199 995 км",X5,2015,3.0,дизель,полный,313,199995,,4050000,https://www.avito.ru/moskva/avtomobili/bmw_x5_3.0_at_2015_199_995_km_4750048847?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6Im5OQnp5UFFJNXlZa0tZM3kiO30mWSwmJgAAAA
"BMW 3 серия 2.0 AT, 2013, 42 478 км",3-Series,2013,2.0,бензин,полный,184,42478,,1898000,https://www.avito.ru/kirovskaya_oblast_kirov/avtomobili/bmw_3_seriya_2.0_at_2013_42_478_km_7257041499?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6Im5OQnp5UFFJNXlZa0tZM3kiO30mWSwmJgAAAA
"BMW X6 3.0 AT, 2017, 118 681 км",X6,2017,3.0,бензин,полный,306,118681,,4120000,https://www.avito.ru/pushkino/avtomobili/bmw_x6_3.0_at_2017_118_681_km_4373062100?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6Im5OQnp5UFFJNXlZa0tZM3kiO30mWSwmJgAAAA
"BMW X1 2.0 AT, 2021, 45 000 км",X1,2021,2.0,дизель,полный,150,45000,,3600000,https://www.avito.ru/naberezhnye_chelny/avtomobili/bmw_x1_2.0_at_2021_45_000_km_3653572205?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6Im5OQnp5UFFJNXlZa0tZM3kiO30mWSwmJgAAAA
"BMW X7 3.0 AT, 2020, 85 000 км",X7,2020,3.0,дизель,полный,400,85000,,9090000,https://www.avito.ru/moskva/avtomobili/bmw_x7_3.0_at_2020_85_000_km_4733895993?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6Im5OQnp5UFFJNXlZa0tZM3kiO30mWSwmJgAAAA
"BMW 7 серия 3.0 AT, 2017, 170 188 км",7-Series,2017,3.0,дизель,полный,265,170188,,3200000,https://www.avito.ru/naberezhnye_chelny/avtomobili/bmw_7_seriya_3.0_at_2017_170_188_km_4456192234?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6Im5OQnp5UFFJNXlZa0tZM3kiO30mWSwmJgAAAA
"BMW 5 серия 3.0 AT, 2018, 65 000 км",5-Series,2018,3.0,дизель,полный,249,65000,,4620000,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_3.0_at_2018_65_000_km_7238071237?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6Im5OQnp5UFFJNXlZa0tZM3kiO30mWSwmJgAAAA
"BMW X3 2.0 AT, 2024, 32 км",X3,2024,2.0,бензин,полный,245,32,,6500000,https://www.avito.ru/moskva/avtomobili/bmw_x3_2.0_at_2024_32_km_7247047653?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6Im5OQnp5UFFJNXlZa0tZM3kiO30mWSwmJgAAAA
"BMW 6 серия 3.0 AT, 2014, 199 000 км",6-Series,2014,3.0,дизель,полный,313,199000,,2500000,https://www.avito.ru/naberezhnye_chelny/avtomobili/bmw_6_seriya_3.0_at_2014_199_000_km_4750242302?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6Im5OQnp5UFFJNXlZa0tZM3kiO30mWSwmJgAAAA
"BMW X7 3.0 AT, 2024, 30 км",X7,2024,3.0,дизель,полный,340,30,,15600000,https://www.avito.ru/mytischi/avtomobili/bmw_x7_3.0_at_2024_30_km_4897775585?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6Im5OQnp5UFFJNXlZa0tZM3kiO30mWSwmJgAAAA
"BMW X5 3.0 AT, 2021, 55 000 км",X5,2021,3.0,дизель,полный,286,55000,,9150000,https://www.avito.ru/moskva/avtomobili/bmw_x5_3.0_at_2021_55_000_km_5004145611?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6Im5OQnp5UFFJNXlZa0tZM3kiO30mWSwmJgAAAA
"BMW X5 3.0 AT, 2023, 9 670 км",X5,2023,3.0,дизель,полный,352,9670,,13499999,https://www.avito.ru/moskva/avtomobili/bmw_x5_3.0_at_2023_9_670_km_4739581191?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6Im5OQnp5UFFJNXlZa0tZM3kiO30mWSwmJgAAAA
"BMW 5 серия 2.0 AT, 2020, 108 000 км",5-Series,2020,2.0,дизель,полный,190,108000,,4550000,https://www.avito.ru/moskovskaya_oblast_moskovskiy/avtomobili/bmw_5_seriya_2.0_at_2020_108_000_km_4672488321?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6Im5OQnp5UFFJNXlZa0tZM3kiO30mWSwmJgAAAA
"BMW 5 серия 2.0 AT, 2023, 12 000 км",5-Series,2023,2.0,дизель,полный,197,12000,,7520000,https://www.avito.ru/sankt-peterburg/avtomobili/bmw_5_seriya_2.0_at_2023_12_000_km_4929563727?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6Im5OQnp5UFFJNXlZa0tZM3kiO30mWSwmJgAAAA
"BMW X7 3.0 AT, 2019, 84 000 км",X7,2019,3.0,дизель,полный,249,84000,,6000000,https://www.avito.ru/novosibirsk/avtomobili/bmw_x7_3.0_at_2019_84_000_km_7254357441?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6Im5OQnp5UFFJNXlZa0tZM3kiO30mWSwmJgAAAA
"BMW X6 3.0 AT, 2010, 181 000 км",X6,2010,3.0,бензин,полный,306,181000,,1495000,https://www.avito.ru/rostov-na-donu/avtomobili/bmw_x6_3.0_at_2010_181_000_km_7258797489?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6Im5OQnp5UFFJNXlZa0tZM3kiO30mWSwmJgAAAA
"BMW 5 серия 2.0 AT, 2018, 118 000 км",5-Series,2018,2.0,дизель,полный,190,118000,,3250000,https://www.avito.ru/stavropol/avtomobili/bmw_5_seriya_2.0_at_2018_118_000_km_4438160556?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6Im5OQnp5UFFJNXlZa0tZM3kiO30mWSwmJgAAAA
"BMW 5 серия 2.0 AT, 2023, 7 900 км",5-Series,2023,2.0,дизель,полный,197,7900,,7900000,https://www.avito.ru/moskva/avtomobili/bmw_5_seriya_2.0_at_2023_7_900_km_4418626005?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6Im5OQnp5UFFJNXlZa0tZM3kiO30mWSwmJgAAAA
"BMW X6 3.0 AT, 2021, 159 000 км",X6,2021,3.0,дизель,полный,249,159000,,7990000,https://www.avito.ru/tula/avtomobili/bmw_x6_3.0_at_2021_159_000_km_5089691062?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6Im5OQnp5UFFJNXlZa0tZM3kiO30mWSwmJgAAAA
"BMW X6 4.4 AT, 2011, 86 442 км",X6,2011,4.4,бензин,полный,407,86442,,2179000,https://www.avito.ru/sochi/avtomobili/bmw_x6_4.4_at_2011_86_442_km_4791792945?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6Im5OQnp5UFFJNXlZa0tZM3kiO30mWSwmJgAAAA
"BMW 7 серия 3.0 AT, 2021, 80 000 км",7-Series,2021,3.0,дизель,полный,249,80000,,6990000,https://www.avito.ru/moskva/avtomobili/bmw_7_seriya_3.0_at_2021_80_000_km_4625338848?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6Im5OQnp5UFFJNXlZa0tZM3kiO30mWSwmJgAAAA
"BMW X3 2.0 AT, 2019, 99 759 км",X3,2019,2.0,дизель,полный,190,99759,,3551000,https://www.avito.ru/moskva/avtomobili/bmw_x3_2.0_at_2019_99_759_km_4415688110?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6Im5OQnp5UFFJNXlZa0tZM3kiO30mWSwmJgAAAA
"BMW X5 3.0 AT, 2019, 57 000 км",X5,2019,3.0,дизель,полный,249,57000,,6650000,https://www.avito.ru/moskva/avtomobili/bmw_x5_3.0_at_2019_57_000_km_7206542362?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6Im5OQnp5UFFJNXlZa0tZM3kiO30mWSwmJgAAAA
"BMW X6 3.0 AT, 2017, 118 400 км",X6,2017,3.0,дизель,полный,249,118400,,4550000,https://www.avito.ru/moskva/avtomobili/bmw_x6_3.0_at_2017_118_400_km_7210620817?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6Im5OQnp5UFFJNXlZa0tZM3kiO30mWSwmJgAAAA
"BMW 3 серия 3.0 AT, 2019, 80 000 км",3-Series,2019,3.0,бензин,полный,387,80000,,5350000,https://www.avito.ru/syktyvkar/avtomobili/bmw_3_seriya_3.0_at_2019_80_000_km_4583282468?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6Im5OQnp5UFFJNXlZa0tZM3kiO30mWSwmJgAAAA
"BMW X3 3.0 AT, 2021, 22 328 км",X3,2021,3.0,бензин,полный,387,22328,,8600000,https://www.avito.ru/moskva/avtomobili/bmw_x3_3.0_at_2021_22_328_km_4654840359?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6Im5OQnp5UFFJNXlZa0tZM3kiO30mWSwmJgAAAA
"BMW X6 3.0 AT, 2023, 9 500 км",X6,2023,3.0,бензин,полный,381,9500,,10450000,https://www.avito.ru/moskva/avtomobili/bmw_x6_3.0_at_2023_9_500_km_4558656452?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6Im5OQnp5UFFJNXlZa0tZM3kiO30mWSwmJgAAAA
"BMW X3 2.0 AT, 2019, 110 000 км",X3,2019,2.0,бензин,полный,184,110000,,3299000,https://www.avito.ru/ufa/avtomobili/bmw_x3_2.0_at_2019_110_000_km_4687796694?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6Im5OQnp5UFFJNXlZa0tZM3kiO30mWSwmJgAAAA
"BMW X5 3.0 AT, 2024, 10 000 км",X5,2024,3.0,дизель,полный,352,10000,,14499000,https://www.avito.ru/moskva/avtomobili/bmw_x5_3.0_at_2024_10_000_km_4977857387?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6Im5OQnp5UFFJNXlZa0tZM3kiO30mWSwmJgAAAA
"BMW X7 3.0 AT, 2024, 40 км",X7,2024,3.0,дизель,полный,340,40,,16990000,https://www.avito.ru/moskva/avtomobili/bmw_x7_3.0_at_2024_40_km_4739992441?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6Im5OQnp5UFFJNXlZa0tZM3kiO30mWSwmJgAAAA
"BMW X5 3.0 AT, 2019, 24 275 км",X5,2019,3.0,дизель,полный,249,24275,,8550000,https://www.avito.ru/moskva/avtomobili/bmw_x5_3.0_at_2019_24_275_km_4433300767?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6Im5OQnp5UFFJNXlZa0tZM3kiO30mWSwmJgAAAA
"BMW X3 2.0 AT, 2018, 115 000 км",X3,2018,2.0,бензин,полный,249,115000,,3750000,https://www.avito.ru/samara/avtomobili/bmw_x3_2.0_at_2018_115_000_km_4946264007?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6Im5OQnp5UFFJNXlZa0tZM3kiO30mWSwmJgAAAA
"BMW 3 серия 2.0 AT, 2019, 118 000 км",3-Series,2019,2.0,дизель,задний,190,118000,,3540000,https://www.avito.ru/moskva/avtomobili/bmw_3_seriya_2.0_at_2019_118_000_km_7216612513?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6Im5OQnp5UFFJNXlZa0tZM3kiO30mWSwmJgAAAA
"BMW 5 серия 2.0 AT, 2024, 40 км",5-Series,2024,2.0,бензин,полный,258,40,,8400000,https://www.avito.ru/sankt-peterburg/avtomobili/bmw_5_seriya_2.0_at_2024_40_km_4850096295?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6Im5OQnp5UFFJNXlZa0tZM3kiO30mWSwmJgAAAA
"BMW X6 3.0 AT, 2014, 132 500 км",X6,2014,3.0,дизель,полный,381,132500,,4090000,https://www.avito.ru/moskva/avtomobili/bmw_x6_3.0_at_2014_132_500_km_7224700509?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6Im5OQnp5UFFJNXlZa0tZM3kiO30mWSwmJgAAAA
"BMW X6 3.0 AT, 2015, 146 200 км",X6,2015,3.0,дизель,полный,258,146200,,3800000,https://www.avito.ru/kaliningrad/avtomobili/bmw_x6_3.0_at_2015_146_200_km_4555275372?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IlptWXZES3gxYlZSUG1UWXgiO32RFtmJJgAAAA
"BMW X3 3.0 AT, 2021, 22 328 км",X3,2021,3.0,бензин,полный,387,22328,,8600000,https://www.avito.ru/moskva/avtomobili/bmw_x3_3.0_at_2021_22_328_km_4654840359?context=H4sIAAAAAAAA_wEmANn_YToxOntzOjE6IngiO3M6MTY6IlptWXZES3gxYlZSUG1UWXgiO32RFtmJJgAAAA
